,country,egis_product,manufacturer,product,product_id,pack,pack_size,reimb_categ,reimbursment_per_unit,tablet_price_base,tablet_amount_base,product_units_base,lc_value_base,tablet_price_0p,tablet_amount_0p,product_units_0p,lc_value_0p,tablet_price_5p,tablet_amount_5p,product_units_5p,lc_value_5p,tablet_price_10p,tablet_amount_10p,product_units_10p,lc_value_10p,lc_value_w_reimb_0p,lc_value_w_reimb_5p,lc_value_w_reimb_10p,lc_value_abs_diff_5p,lc_value_perc_diff_5p,lc_value_abs_diff_10p,lc_value_perc_diff_10p
0,HU,EGIRAMLON,SANOFI,TRITACE,HU5923,TABS 5MG 28,28,Molecule fix,379.05,17.7,26013148,929041,460432720,17.7,24150074,862503,427456316,18.585,4263542,152269,79237920,19.47,4263542,152269,83011154,754388078.1500001,136955484.45,140728718.45,-617432593.7,-81.84548663787761,-613659359.7,-81.3453151599225
0,HU,EGIRAMLON,EGIS,EGIRAMLON,HU4290,H.CPS 5/5MG 30,30,80%,697.2,32.2,9568260,318942,308097972,32.2,7085920,236197,228166635,33.81,5511866,183729,186356186,35.42,4823718,160791,170856088,392843183.4,314452044.8,282959573.2,-78391138.59999996,-19.954817065052826,-109883610.19999999,-27.971367416630095
0,HU,EGIRAMLON,ADAMED,AMLOZEK,HU5934,TABS 5MG 30,30,Molecule fix,217.35,1.785,3093570,103119,5522022,1.785,3091360,103045,5518078,1.874,7798240,259941,14615850,1.964,7798240,259941,15311843,27914908.75,71114026.35,71810019.35,43199117.599999994,154.75285263112312,43895110.599999994,157.24611888620268
0,HU,EGIRAMLON,EGIS,EGIRAMLON,HU4292,H.CPS10/10MG 30,30,80%,1242.15,35.63,2944950,98165,104928568,35.63,2338981,77966,83337878,37.412,2798002,93267,104677445,39.193,2798002,93267,109662085,180183344.9,220529049.05,225513689.05,40345704.150000006,22.39147251506041,45330344.150000006,25.15789912500398
0,HU,EGIRAMLON,TEVA,AMLODIPIN TEVA,HU505,TABS 10MG 30,30,Molecule fix,390.6,3.29,10336500,344550,34007085,3.29,9498074,316602,31248665,3.455,9498074,316602,32811098,3.619,9498074,316602,34373531,154913406.2,156475839.2,158038272.2,1562433.0,1.0085847560428893,3124866.0,2.0171695120857787
0,HU,EGIRAMLON,GEDEON RICHTER,LISONORM,HU695,TABS 20/10MG FORT 30,30,80%,1270.5,42.0,2574750,85825,108139500,42.0,3133588,104453,131610710,44.1,2911745,97058,128407957,46.2,3199115,106637,147799100,264318246.5,251720146.0,283281408.5,-12598100.5,-4.766262135444365,18963162.0,7.174367358705975
0,HU,EGIRAMLON,GEDEON RICHTER,NORMODIPINE,HU5954,TABS 5MG 30,30,Molecule fix,185.85,8.12,23972820,799094,194659298,8.12,19937224,664574,161890262,8.526,19937224,664574,169984775,8.932,19937224,664574,178079288,285401339.9,293495852.9,301590365.9,8094513.0,2.8361860539394055,16189026.0,5.672372107878811
0,HU,EGIRAMLON,SANOFI,TRIASYN,HU3848,FILM TABS LA 2.5MG 28 /2.5,28,Therapy fix,549.15,29.662,686168,24506,20353458,29.662,726016,25929,21535451,31.146,795781,28421,24785108,32.629,851514,30411,27783843,35774361.35,40392500.15,44484043.65,4618138.799999997,12.909074056747619,8709682.299999997,24.34615733538454
0,HU,EGIRAMLON,KRKA,CO-DALNESSA,HU347,TAB 4/5/1.25 30,30,80%,897.75,24.22,5374830,179161,130178383,24.22,4345379,144846,105245081,25.431,4345379,144846,110507335,26.642,4345379,144846,115769589,235280577.5,240542831.5,245805085.5,5262254.0,2.2365866557769736,10524508.0,4.473173311553947
0,HU,EGIRAMLON,GEDEON RICHTER,LISONORM,HU699,TABS 20/5MG 30,30,80%,1099.35,26.74,3824880,127496,102277291,26.74,4440815,148027,118747393,28.077,4440815,148027,124684763,29.414,4612598,153753,135674946,281480875.45,287418245.45,304703306.54999995,5937370.0,2.1093333571980692,23222431.099999964,8.250091969081222
0,HU,EGIRAMLON,GEDEON RICHTER,LISONORM,HU412,TABS 10/5MG 30,30,Therapy fix,784.35,32.445,12140490,404683,393898198,32.445,9961845,332062,323212070,34.067,7709993,257000,262658260,35.69,6296685,209889,224725528,583664899.7,464236210.0,389351965.15,-119428689.70000005,-20.46185915263803,-194312934.55000007,-33.29186570065728
0,HU,EGIRAMLON,EGIS,CARDILOPIN,HU671,TABS 2.5MG 30,30,Therapy fix,93.45,16.625,2656380,88546,44162318,16.625,2736872,91229,45500499,17.456,2814115,93804,49123890,18.288,783517,26117,14328562,54025849.05,57889873.8,16769195.65,3864024.75,7.1521777407402,-37256653.4,-68.96079201924175
0,HU,EGIRAMLON,TEVA,PERAMLONORM,HU309,T 4MG/5MG 30,30,80%,634.2,15.505,520350,17345,8068027,15.505,503330,16778,7804129,16.28,475060,15835,7734093,17.056,475060,15835,8102384,18444736.6,17776650.0,18144941.0,-668086.6000000015,-3.6220988918865964,-299795.6000000015,-1.6253720858231255
0,HU,EGIRAMLON,ACTAVIS,MERAMYL,HU673,TABS 2.5MG 30,30,Molecule fix,325.5,2.73,4451070,148369,12151421,2.73,4827629,160921,13179426,2.867,4827629,160921,13838397,3.003,4827629,160921,14497369,65559211.5,66218182.5,66877154.5,658971.0,1.0051539439274677,1317943.0,2.0103094131935983
0,HU,EGIRAMLON,TEVA,AMLODIPIN TEVA,HU5931,TABS 5MG 30,30,Molecule fix,219.45,1.82,39916890,1330563,72648740,1.82,38561848,1285395,70182563,1.911,38561848,1285395,73691691,2.002,38561848,1285395,77200819,352262495.75,355771623.75,359280751.75,3509128.0,0.9961684943294166,7018256.0,1.9923369886588331
0,HU,EGIRAMLON,KRKA,CO-DALNESSA,HU350,TAB 8/5/2.5 30,30,80%,1539.3,36.89,2490840,83028,91887088,36.89,2301584,76719,84905419,38.734,2301584,76719,89150690,40.579,2301584,76719,93395960,202998975.7,207244246.7,211489516.7,4245271.0,2.0912770546556017,8490541.0,4.18255361669788
0,HU,EGIRAMLON,EGIS,EGIRAMLON,HU4289,H.CPS 5/10MG 30,30,80%,869.4,35.595,577170,19239,20544366,35.595,641595,21386,22837570,37.375,2783835,92795,104045153,39.154,2783835,92795,108999684,41430558.4,184721126.0,189675657.0,143290567.6,345.85719607390087,148245098.6,357.8158352796906
0,HU,EGIRAMLON,KRKA,CO-DALNESSA,HU349,TAB 8/10/2.5 30,30,80%,1711.5,41.65,2149500,71650,89526675,41.65,2744332,91478,114301434,43.732,2290502,76350,100169387,45.815,2507940,83598,114901263,270866031.0,230842412.0,257979240.0,-40023619.0,-14.776167706315304,-12886791.0,-4.757625366467603
0,HU,EGIRAMLON,SANDOZ,RAMIPRIL HEXAL,HU5958,TABS 5MG 30,30,Molecule fix,477.75,6.16,815910,27197,5026006,6.16,852983,28433,5254378,6.468,856598,28553,5540474,6.776,860275,28676,5829224,18838243.75,19181669.75,19529183.0,343426.0,1.8230255673382503,690939.25,3.66774769012106
0,HU,EGIRAMLON,GEDEON RICHTER,VIDONORM,HU315,T 8MG/5MG 30,30,80%,1011.15,21.91,2875470,95849,63001548,21.91,2614241,87141,57278011,23.005,2614241,87141,60141912,24.101,2648258,88275,63825675,145390633.14999998,148254534.14999998,153084941.25,2863901.0,1.9697974607795428,7694308.100000024,5.292162179431313
0,HU,EGIRAMLON,UPJOHN EEVS,NORVASC,HU5955,TABS 5MG 30,30,Not reimbursed,0.0,42.35,7084170,236139,300391300,42.35,6384799,212827,270396219,44.468,5898107,196604,262274092,46.585,6288662,209622,292957298,270396219.0,262274092.0,292957298.0,-8122127.0,-3.0037871942284813,22561079.0,8.343710974745546
0,HU,EGIRAMLON,SANDOZ,AMLODIPIN SANDOZ,HU504,TABS 10MG 30,30,Molecule fix,390.6,5.215,2482800,82760,12947802,5.215,3022283,100743,15761206,5.476,3022283,100743,16549266,5.736,2842994,94766,16308836,55111421.800000004,55899481.800000004,53324435.6,788060.0,1.4299395193611208,-1786986.200000003,-3.2424970026812168
0,HU,EGIRAMLON,EGIS,COVERCARD,HU874,5/5MG TABS 30,30,80%,634.2,36.855,46198770,1539959,1702655668,36.855,44399419,1479981,1636340597,38.698,42072524,1402417,1628112001,40.541,34791352,1159712,1410458813,2574944547.2,2517524862.4,2145948163.4,-57419684.799999714,-2.2299386937259675,-428996383.7999997,-16.660412522921757
0,HU,EGIRAMLON,KRKA,TENOX,HU5960,TABS 5MG 30,30,Not reimbursed,0.0,17.08,11563680,385456,197507654,17.08,12725605,424187,217353337,17.934,2485028,82834,44566489,18.788,2462436,82081,46264242,217353337.0,44566489.0,46264242.0,-172786848.0,-79.49583401151095,-171089095.0,-78.71473121206324
0,HU,EGIRAMLON,ACTAVIS,MERAMYL,HU533,TABS 10MG 30,30,Molecule fix,850.5,7.105,3607710,120257,25632780,7.105,3488982,116299,24789215,7.46,3581053,119368,26715552,7.816,3810544,127018,29781308,123701514.5,128238036.0,137810117.0,4536521.5,3.667312820167614,14108602.5,11.405359552004516
0,HU,EGIRAMLON,EGIS,COVERCARD,HU870,5/10MG TABS 30,30,80%,806.4,43.75,2972850,99095,130062188,43.75,3675232,122508,160791417,45.938,4235370,141179,194562295,48.125,4545573,151519,218755679,259581868.2,308409040.6,340940600.6,48827172.400000036,18.809931810175655,81358732.40000004,31.342224695492053
0,HU,EGIRAMLON,BAUSCH HEALTH,AMLOBESYL,HU5926,TABS 5MG 30,30,Not reimbursed,0.0,18.97,814440,27148,15444767,18.97,843837,28128,16007595,19.918,843837,28128,16807974,20.867,843837,28128,17608354,16007595.0,16807974.0,17608354.0,800379.0,4.999995314724042,1600759.0,9.999996876482694
0,HU,EGIRAMLON,PHARMA REGIST KFT,AMLODIPIN PHARMA-R,HU5929,TABS 5MG 30,30,Molecule fix,214.2,1.785,1412670,47089,2521616,1.785,1501869,50062,2680837,1.874,3611544,120385,6768936,1.964,3611544,120385,7091266,13404117.399999999,32555403.0,32877733.0,19151285.6,142.87614043129767,19473615.6,145.28084930082755
0,HU,EGIRAMLON,EGIS,EGIRAMLON,HU4293,H.CPS10/5MG 30,30,80%,1069.95,33.11,4177590,139253,138320005,33.11,3191791,106393,105680214,34.765,3020039,100668,104993169,36.421,3456966,115232,125906144,219515404.35000002,212702895.60000002,249198622.4,-6812508.75,-3.103430836743462,29683218.049999982,13.522157197985262
0,HU,EGIRAMLON,TEVA,RAMACE,HU1412,CAPS 10MG 30,30,Molecule fix,850.5,7.175,883440,29448,6338682,7.175,905741,30191,6498690,7.534,983316,32777,7408054,7.892,1025391,34180,8092901,32176135.5,35284892.5,37162991.0,3108757.0,9.661685443859472,4986855.5,15.498615425708909
0,HU,EGIRAMLON,PROTERAPIA HUNGARI,COVERCARD PLUS,HU4033,FT 5/1.25/5 30,30,80%,897.75,29.785,24364320,812144,725691271,29.785,19281310,642710,574293819,31.274,18865605,628853,590007644,32.764,20388766,679626,668007344,1151286721.5,1154560424.75,1278141585.5,3273703.25,0.2843516900581225,126854864.0,11.018529236116096
0,HU,EGIRAMLON,SANOFI,TRITACE,HU667,TABS 2.5MG 28,28,Molecule fix,258.3,11.025,13651260,487545,150505142,11.025,13236549,472734,145932956,11.576,13236549,472734,153229604,12.128,13236549,472734,160526252,268040148.2,275336796.2,282633444.2,7296648.0,2.722222043600557,14593296.0,5.444444087201114
0,HU,EGIRAMLON,KRKA,DALNESSA,HU904,8MG/5MG TABS 30,30,80%,1011.15,21.91,1513890,50463,33169330,21.91,1508463,50282,33050433,23.005,1508463,50282,34702954,24.101,1622651,54088,39107503,83893077.3,85545598.3,93798584.19999999,1652521.0,1.969794234738365,9905506.899999991,11.807299504079571
0,HU,EGIRAMLON,EGIS,COVERCARD,HU776,10/5MG TABS 30,30,80%,1011.15,41.72,9977310,332577,416253373,41.72,8440052,281335,352118974,43.806,5874678,195823,257346156,45.892,6352645,211755,291535601,636590859.25,455352582.45,505651669.25,-181238276.8,-28.47013496447719,-130939190.0,-20.568814034537994
0,HU,EGIRAMLON,ADAMED,AMLOZEK,HU508,TABS 10MG 30,30,Molecule fix,390.6,4.97,719970,23999,3578251,4.97,821667,27389,4083687,5.218,940330,31344,4907110,5.467,940330,31344,5140782,14781830.4,17150076.4,17383748.4,2368245.999999998,16.02133116072011,2601917.999999998,17.602136742145262
0,HU,EGIRAMLON,GEDEON RICHTER,VIDONORM,HU310,T 4MG/5MG 30,30,80%,634.2,15.505,12538890,417963,194415489,15.505,9659808,321994,149775317,16.28,9476218,315874,154275204,17.056,9476218,315874,161621643,353983911.8,354602494.8,361948933.8,618583.0,0.17474890224657946,7965022.0,2.2501084751275977
0,HU,EGIRAMLON,EGIS,COVERCARD,HU768,10/10MG TABS 30,30,80%,1183.35,51.975,8203980,273466,426401860,51.975,7328914,244297,380920318,54.574,6907055,230235,376943896,57.173,6907055,230235,394893605,670009172.95,649392483.25,667342192.25,-20616689.700000048,-3.0770757375195794,-2666980.7000000477,-0.3980513711860887
0,HU,EGIRAMLON,KRKA,DALNESSA,HU868,4MG/5MG TABS 30,30,80%,634.2,15.505,6151440,205048,95378077,15.505,4912265,163742,76164666,16.28,4547609,151587,74036216,17.056,4547609,151587,77561750,180009842.4,170172691.4,173698225.4,-9837151.0,-5.464785074441019,-6311617.0,-3.506262166473626
0,HU,EGIRAMLON,UPJOHN EEVS,NORVASC,HU535,TABS 10MG 30,30,Molecule fix,332.85,17.5,6359700,211990,111294750,17.5,6039064,201302,105683620,18.375,2801433,93381,51476337,19.25,2801433,93381,53927591,172686990.7,82558202.85,85009456.85,-90128787.85,-52.19199633085042,-87677533.85,-50.7725182392677
0,HU,EGIRAMLON,ZENTIVA,AMLODIPIN-ZENTIVA,HU5933,TABS 5MG 30,30,Molecule fix,217.35,1.785,1153290,38443,2058623,1.785,1248186,41606,2228013,1.874,3230556,107685,6054869,1.964,3230556,107685,6343197,11271077.1,29460203.75,29748531.75,18189126.65,161.3787794069832,18477454.65,163.9369022681958
0,HU,EGIRAMLON,1A PHARMA,RAMIPRIL 1A PHARMA,HU5957,TABS 5MG 30,30,Molecule fix,477.75,4.97,3234510,107817,16075515,4.97,3227024,107567,16038311,5.218,2534820,84494,13227956,5.467,2534820,84494,13857858,67428445.25,53594964.5,54224866.5,-13833480.75,-20.515793740624623,-13203578.75,-19.58161529758837
0,HU,EGIRAMLON,PROTERAPIA HUNGARI,COVERCARD PLUS,HU3987,FT 10/2.5/10 30,30,80%,1711.5,53.97,10359150,345305,559083326,53.97,10422764,347425,562516591,56.668,10422764,347425,590642421,59.367,10422764,347425,618768250,1157134478.5,1185260308.5,1213386137.5,28125830.0,2.4306448837700936,56251659.0,4.861289681119808
0,HU,EGIRAMLON,EGIS,CARDILOPIN,HU5939,TABS 5MG 30,30,Molecule fix,185.85,8.155,9625890,320863,78499133,8.155,9404971,313499,76697541,8.563,9404971,313499,80532418,8.97,9404971,313499,84367295,134961330.15,138796207.15,142631084.15,3834877.0,2.8414635479198407,7669754.0,5.682927095839681
0,HU,TRIMETAZIDINE-B (default),ZENTIVA,TRIMETAZIDINE ALVO,HU6876,MOD-REL TABL 35MG 60,60,0%,0.0,20.632,1157400,19290,23880056,20.632,12576153,209603,259477479,21.664,12576153,209603,272451353,22.696,10740447,179007,243762494,259477479.0,272451353.0,243762494.0,12973874.0,5.000000019269495,-15714985.0,-6.056396516785952
0,HU,TRIMETAZIDINE-B (default),EGIS,ADEXOR,HU5387,PROLONG CAPS 40MG 30,30,0%,0.0,44.66,3659610,121987,163438183,44.66,3821486,127383,170667576,46.893,3821486,127383,179200955,49.126,3821486,127383,187734334,170667576.0,179200955.0,187734334.0,8533379.0,5.000000117186875,17066758.0,10.00000023437375
0,HU,TRIMETAZIDINE-B (default),ZENTIVA,MEZITAN,HU6850,MOD-REL TABL 35MG 60,60,0%,0.0,21.088,8408100,140135,177305809,21.088,14525577,242093,306308102,22.142,12242829,204047,271079200,23.196,12242829,204047,283987734,306308102.0,271079200.0,283987734.0,-35228902.0,-11.501132934446508,-22320368.0,-7.286900951774368
0,HU,TRIMETAZIDINE-B (default),SERVIER,PREDUCTAL,HU5391,PROLONG CAPS 80MG 30,30,0%,0.0,75.18,3672060,122402,276065471,75.18,3571792,119060,268527348,78.939,3571792,119060,281953715,82.698,3571792,119060,295380082,268527348.0,281953715.0,295380082.0,13426367.0,4.999999851039381,26852734.0,9.999999702078762
0,HU,TRIMETAZIDINE-B (default),EGIS,ADEXOR,HU5390,PROLONG CAPS 80MG 30,30,0%,0.0,75.18,12533490,417783,942267778,75.18,12790109,426337,961560398,78.939,12790109,426337,1009638417,82.698,12790109,426337,1057716437,961560398.0,1009638417.0,1057716437.0,48078019.0,4.999999906402135,96156039.0,9.999999916801897
0,HU,TRIMETAZIDINE-B (default),SERVIER,PREDUCTAL,HU5388,PROLONG CAPS 40MG 30,30,0%,0.0,44.66,965730,32191,43129502,44.66,984678,32823,43975715,46.893,984678,32823,46174501,49.126,984678,32823,48373287,43975715.0,46174501.0,48373287.0,2198786.0,5.000000568495589,4397572.0,10.000001136991179
0,HU,TRIMETAZIDINE-B (default),EGIS,ADEXOR,HU2471,F.TABS LA MR 35MG 60,60,0%,0.0,37.59,11693220,194887,439548140,37.59,11803493,196725,443693283,39.47,11803493,196725,465877948,41.349,11529059,192151,476715061,443693283.0,465877948.0,476715061.0,22184665.0,5.000000191573782,33021778.0,7.442478681833009
0,HU,TRIMETAZIDINE-B (default),TEVA,TRIMETAZIDIN RATIO,HU5445,RET FILMTABS 35MG 60,60,0%,0.0,22.33,6564240,109404,146579479,22.33,4797965,79966,107138555,23.446,4798201,79970,112501009,24.563,4798201,79970,117858200,107138555.0,112501009.0,117858200.0,5362454.0,5.005158040445851,10719645.0,10.00540375031192
0,HU,TRIMETAZIDINE-B (default),SERVIER,PREDUCTAL,HU3880,FILM TABS MR 35MG 60,60,0%,0.0,37.59,6100740,101679,229326817,37.59,5942568,99043,223381134,39.47,5942568,99043,234550191,41.349,5729197,95487,236896578,223381134.0,234550191.0,236896578.0,11169057.0,5.000000134299613,13515444.0,6.050396359792855
0,HU,RETINOL-D (default),EGIS,VITAMIN A EGIS,HU4809,OIL 300K 10ML,1,Not reimbursed,0.0,1195.95,86515,86515,103512695,1195.95,85933,85933,102771918,1255.748,85463,85463,107319643,1315.545,85463,85463,112430102,102771918.0,107319643.0,112430102.0,4547725.0,4.425065804454482,9658184.0,9.397687800280229
0,HU,HYDROCHLOROTHIAZIDE + RAMIPRIL-A (default),ACTAVIS,MERAMYL HCT,HU345,TAB 2.5/12.5 30,30,Molecule fix,363.3,3.01,1346820,44894,4053928,3.01,1338242,44608,4028109,3.16,1338242,44608,4229515,3.311,1338242,44608,4430920,20234195.4,20435601.4,20637006.4,201406.0,0.9953743947733154,402811.0,1.9907438474178223
0,HU,HYDROCHLOROTHIAZIDE + RAMIPRIL-A (default),SANOFI,TRITACE HCT,HU5803,TABS 5/25MG 28,28,Molecule fix,456.75,20.138,9531788,340421,191946381,20.138,8964709,320168,180526832,21.144,2372790,84743,50171166,22.151,2372790,84743,52560269,326763566.0,88877531.25,91266634.25,-237886034.75,-72.80066063117943,-235496931.75,-72.0695194488115
0,HU,HYDROCHLOROTHIAZIDE + RAMIPRIL-A (default),SANOFI,TRITACE HCT,HU409,TABS 10/12.5 30,30,80%,942.9,42.525,730530,24351,31065788,42.525,754106,25137,32068370,44.651,754106,25137,33671789,46.778,741565,24719,34688546,55770047.3,57373466.3,57996091.099999994,1603419.0,2.875054043570804,2226043.799999997,3.9914683737411805
0,HU,HYDROCHLOROTHIAZIDE + RAMIPRIL-A (default),ACTAVIS,MERAMYL HCT,HU5805,TABS 5/25MG 30,30,Molecule fix,576.45,4.795,5423160,180772,26004052,4.795,6269675,208989,30063093,5.035,6269675,208989,31566247,5.274,6269675,208989,33069402,150534802.05,152037956.05,153541111.05,1503154.0,0.9985425161025081,3006309.0,1.9970856965032293
0,HU,HYDROCHLOROTHIAZIDE + RAMIPRIL-A (default),SANOFI,TRITACE HCT,HU343,TAB 2.5/12.5 28,28,Molecule fix,287.7,10.538,2505524,89483,26401959,10.538,2473512,88340,26064630,11.064,2473512,88340,27367861,11.591,2473512,88340,28671093,51480048.0,52783279.0,54086511.0,1303231.0,2.5315263886311836,2606463.0,5.063054719762499
0,HU,HYDROCHLOROTHIAZIDE + RAMIPRIL-A (default),SANOFI,TRITACE HCT,HU410,TABS 10/25MG 30,30,80%,1034.25,49.805,674280,22476,33582515,49.805,659387,21980,32840772,52.295,659387,21980,34482810,54.786,659387,21980,36124849,55573587.0,57215625.0,58857664.0,1642038.0,2.9547094017882993,3284077.0,5.909420602992569
0,HU,HYDROCHLOROTHIAZIDE + RAMIPRIL-A (default),ZENTIVA,RAMIPRIL-HCT ZENTI,HU348,TAB 5/25 28,28,Molecule fix,537.6,7.837,554204,19793,4343574,7.837,2414054,86216,18920148,8.229,2414054,86216,19866155,8.621,2414054,86216,20812163,65269869.6,66215876.6,67161884.6,946007.0,1.4493777998906865,1892014.9999999925,2.898757131881864
0,HU,ASCORBIC ACID-A (default),BERES,BERES C-VITAMIN,HU2578,FILM TABS 1000MG 30,30,Not reimbursed,0.0,40.985,4972170,165739,194580724,40.985,419417,13981,17189816,43.034,419417,13981,18049307,45.084,419417,13981,18908798,17189816.0,18049307.0,18908798.0,859491.0,5.000001163479586,1718982.0,10.000002326959171
0,HU,ASCORBIC ACID-A (default),BERES,BERES C-VITAMIN,HU3011,FILM TABS 200MG 90,90,Not reimbursed,0.0,21.98,3563010,39589,75321542,21.98,6664098,74046,146476879,23.079,6664098,74046,153800723,24.178,6734148,74824,162818240,146476879.0,153800723.0,162818240.0,7323844.0,5.0000000341350805,16341361.0,11.156273339220997
0,HU,ASCORBIC ACID-A (default),TEVA,EUROVIT C-VIT.,HU1787,CHEW TABS 100MG 60,60,Not reimbursed,0.0,14.385,1216140,20269,17473604,14.385,5366310,89438,77194366,15.104,4975616,82927,75152950,15.824,4975616,82927,78731662,77194366.0,75152950.0,78731662.0,-2041416.0,-2.644514238254123,1537296.0,1.9914613975843782
0,HU,ASCORBIC ACID-A (default),BERES,BERES C-VITAMIN,HU2985,FILM TABS 200MG 20,20,Not reimbursed,0.0,31.762,908720,45436,27562253,31.762,1143150,57157,36309296,33.351,1143150,57157,38124761,34.939,1143150,57157,39940225,36309296.0,38124761.0,39940225.0,1815465.0,5.000000550823128,3630929.0,9.999998347530616
0,HU,ASCORBIC ACID-A (default),EGIS,VITAMIN C EGIS,HU2999,FILM TABS 200MG 40,40,Not reimbursed,0.0,26.092,1316040,32901,34358790,26.092,965707,24143,25197711,27.397,964508,24113,26424744,28.702,958609,23965,27513756,25197711.0,26424744.0,27513756.0,1227033.0,4.869620895326563,2316045.0,9.191489655548473
0,HU,ASCORBIC ACID-A (default),TEVA,C-VITAMIN,HU6075,TABS CHEW. 500MG 60,60,0%,0.0,16.642,55423620,923727,830886716,16.642,7130382,118840,118667379,17.475,6410113,106835,112014315,18.307,6350857,105848,116263559,118667379.0,112014315.0,116263559.0,-6653064.0,-5.606480952107319,-2403820.0,-2.025678851472737
0,HU,ASCORBIC ACID-A (default),BERES,BERES C-VITAMIN,HU2592,FILM TABS 1000MG 90,90,Not reimbursed,0.0,35.817,34901730,387797,1194353290,35.817,7157910,79532,256372467,37.608,7157910,79532,269191090,39.398,7157910,79532,282009714,256372467.0,269191090.0,282009714.0,12818623.0,4.99999986347988,25637247.0,10.000000117017246
0,HU,ASCORBIC ACID-A (default),BERES,BERES C-VITAMIN,HU5874,TABS 50MG 120 VN,120,Not reimbursed,0.0,9.126,20426280,170219,178428868,9.126,8511895,70932,77681679,9.583,8511895,70932,81565763,10.039,8511895,70932,85449847,77681679.0,81565763.0,85449847.0,3884084.0,5.000000064365241,7768168.0,10.000000128730482
0,HU,ASCORBIC ACID-A (default),BERES,BERES C-VITAMIN,HU3453,FILM TABS 500MG 100,100,Not reimbursed,0.0,26.008,21342900,213429,529821303,26.008,7649415,76494,198949800,27.309,7645300,76453,208784936,28.609,7645300,76453,218727076,198949800.0,208784936.0,218727076.0,9835136.0,4.943526457427954,19777276.0,9.94083733685583
0,HU,ASCORBIC ACID-A (default),BRISTOL MYERS SQB.,C-VITAMIN PHARMAV.,HU6094,TABS EFF 1000MG 10,10,Not reimbursed,0.0,74.025,254880,25488,18876087,74.025,347497,34750,25723444,77.726,347768,34777,27030715,81.428,347768,34777,28317892,25723444.0,27030715.0,28317892.0,1307271.0,5.0820216764131585,2594448.0,10.085927840766578
0,HU,ASCORBIC ACID-A (default),EGIS,VITAMIN C EGIS,HU3492,FILM TABS 500MG 30,30,Not reimbursed,0.0,30.87,1134120,37804,34994073,30.87,1357522,45251,41906703,32.414,1357522,45251,44002038,33.957,1357522,45251,46097373,41906703.0,44002038.0,46097373.0,2095335.0,4.9999996420620345,4190670.0,9.999999284124069
0,HU,ASCORBIC ACID-A (default),BERES,BERES C-VITAMIN,HU3487,FILM TABS 500MG 30,30,Not reimbursed,0.0,30.94,3095760,103192,91804752,30.94,1468731,48958,45442539,32.487,1468731,48958,47714666,34.034,1468731,48958,49986793,45442539.0,47714666.0,49986793.0,2272127.0,5.000000110029063,4544254.0,10.000000220058126
0,HU,QUETIAPINE-A (default),KRKA,KVENTIAX,HU2657,FILM TABS 100MG 60,60,0%,0.0,22.505,2632260,43871,59239011,22.505,2706447,45107,60908580,23.63,2706447,45107,63954009,24.755,2700933,45016,66862954,60908580.0,63954009.0,66862954.0,3045429.0,5.0,5954374.0,9.775919911447616
0,HU,QUETIAPINE-A (default),EGIS,KETILEPT,HU3202,FILM TABS 25MG 60,60,0%,0.0,26.74,1571160,26186,42012818,26.74,1892688,31545,50610469,28.077,1892688,31545,53140992,29.414,1892688,31545,55671516,50610469.0,53140992.0,55671516.0,2530523.0,4.9999991108558985,5061047.0,10.000000197587578
0,HU,QUETIAPINE-A (default),TEVA,QUETIAPINE-TEVA,HU3204,FILM TABS 25MG 60,60,0%,0.0,26.74,1796520,29942,49267945,26.74,1934826,32247,51737236,28.077,1934826,32247,54324098,29.414,1934826,32247,56910960,51737236.0,54324098.0,56910960.0,2586862.0,5.000000386568776,5173724.0,10.000000773137552
0,HU,QUETIAPINE-A (default),KRKA,KVENTIAX,HU3006,FILM TABS 200MG 60,60,0%,0.0,31.5,993360,16556,31290840,31.5,1009175,16820,31789006,33.075,1009175,16820,33378456,34.65,1009175,16820,34967907,31789006.0,33378456.0,34967907.0,1589450.0,4.999999056277507,3178901.0,10.000001258296658
0,HU,QUETIAPINE-A (default),KRKA,KVENTIAX,HU3203,FILM TABS 25MG 60,60,0%,0.0,28.07,7619220,126987,213871505,28.07,7839536,130659,220055789,29.474,7839536,130659,231058579,30.877,7833113,130552,241863037,220055789.0,231058579.0,241863037.0,11002790.0,5.00000024993662,21807248.0,9.909872446027766
0,HU,QUETIAPINE-A (default),EGIS,KETILEPT,HU2882,FILM TABS 150MG 60,60,0%,0.0,133.612,2069940,34499,276569858,133.612,2164929,36082,289261582,140.293,2164929,36082,303724661,146.974,2164929,36082,318187740,289261582.0,303724661.0,318187740.0,14463079.0,4.9999999654292155,28926158.0,9.999999930858431
0,HU,AMLODIPINE + INDAPAMIDE + PERINDOPRIL-A (default),PROTERAPIA HUNGARI,COVERCARD PLUS,HU3988,FT 10/2.5/5 30,30,80%,1539.3,45.465,15171510,505717,689772702,45.465,15792773,526426,718018444,47.738,14953436,498448,713850885,50.012,13653335,455111,682823742,1528345985.8,1481111891.4,1383376104.3,-47234094.39999986,-3.0905367527285104,-144969881.5,-9.485409903708206
